uf,codigo_uf,codigo_municipio,municipio,populacao
BA,29,10206,Dom Macedo Costa, 4 407
BA,29,10305,Elísio Medrado, 7 808
BA,29,10404,Encruzilhada, 19 107
BA,29,10503,Entre Rios, 38 098
BA,29,10602,Esplanada, 32 554
BA,29,10701,Euclides da Cunha, 61 456
BA,29,10727,Eunápolis, 113 710
BA,29,10750,Fátima, 17 895
BA,29,10776,Feira da Mata, 5 631
BA,29,10800,Feira de Santana, 616 272
BA,29,10859,Filadélfia, 17 897
BA,29,10909,Firmino Alves, 4 873
BA,29,11006,Floresta Azul, 11 059
BA,29,11105,Formosa do Rio Preto, 25 899
BA,29,11204,Gandu, 32 178
BA,29,11253,Gavião, 4 360
BA,29,11303,Gentio do Ouro, 10 884
BA,29,11402,Glória, 15 524
BA,29,11501,Gongogi, 5 555
BA,29,11600,Governador Mangabeira, 20 605
BA,29,11659,Guajeru, 8 050
BA,29,11709,Guanambi, 87 817
BA,29,11808,Guaratinga, 19 049
BA,29,11857,Heliópolis, 12 309
BA,29,11907,Iaçu, 24 607
BA,29,12004,Ibiassucê, 10 429
BA,29,12103,Ibicaraí, 21 665
BA,29,12202,Ibicoara, 20 785
BA,29,12301,Ibicuí, 13 934
BA,29,12400,Ibipeba, 16 603
BA,29,12509,Ibipitanga, 13 863
BA,29,12608,Ibiquera, 3 725
BA,29,12707,Ibirapitanga, 25 344
BA,29,12806,Ibirapuã, 8 896
BA,29,12905,Ibirataia, 18 792
BA,29,13002,Ibitiara, 14 637
BA,29,13101,Ibititá, 16 969
BA,29,13200,Ibotirama, 26 309
BA,29,13309,Ichu, 6 190
BA,29,13408,Igaporã, 15 527
BA,29,13457,Igrapiúna, 13 151
BA,29,13507,Iguaí, 21 491
BA,29,13606,Ilhéus, 178 649
BA,29,13705,Inhambupe, 33 790
BA,29,13804,Ipecaetá, 13 709
BA,29,13903,Ipiaú, 40 706
BA,29,14000,Ipirá, 56 876
BA,29,14109,Ipupiara, 9 935
BA,29,14208,Irajuba, 6 101
BA,29,14307,Iramaia, 10 752
BA,29,14406,Iraquara, 23 879
BA,29,14505,Irará, 28 043
BA,29,14604,Irecê, 74 507
BA,29,14653,Itabela, 28 165
BA,29,14703,Itaberaba, 65 073
BA,29,14802,Itabuna, 186 708
BA,29,14901,Itacaré, 27 704
BA,29,15007,Itaeté, 13 472
BA,29,15106,Itagi, 13 803
BA,29,15205,Itagibá, 15 310
BA,29,15304,Itagimirim, 6 347
BA,29,15353,Itaguaçu da Bahia, 12 311
BA,29,15403,Itaju do Colônia, 6 037
BA,29,15502,Itajuípe, 18 781
BA,29,15601,Itamaraju, 59 605
BA,29,15700,Itamari, 7 051
BA,29,15809,Itambé, 24 394
BA,29,15908,Itanagra, 5 914
BA,29,16005,Itanhém, 17 813
BA,29,16104,Itaparica, 19 789
BA,29,16203,Itapé, 10 341
BA,29,16302,Itapebi, 9 174
BA,29,16401,Itapetinga, 65 897
BA,29,16500,Itapicuru, 31 679
BA,29,16609,Itapitanga, 10 279
BA,29,16708,Itaquara, 8 153
BA,29,16807,Itarantim, 17 052
BA,29,16856,Itatim, 15 737
BA,29,16906,Itiruçu, 10 999
BA,29,17003,Itiúba, 33 872
BA,29,17102,Itororó, 16 617
BA,29,17201,Ituaçu, 17 914
BA,29,17300,Ituberá, 21 902
BA,29,17334,Iuiu, 11 118
BA,29,17359,Jaborandi, 9 275
BA,29,17409,Jacaraci, 14 436
BA,29,17508,Jacobina, 82 590
BA,29,17607,Jaguaquara, 45 964
BA,29,17706,Jaguarari, 32 703
BA,29,17805,Jaguaripe, 17 659
BA,29,17904,Jandaíra, 9 285
BA,29,18001,Jequié, 158 813
BA,29,18100,Jeremoabo, 37 626
BA,29,18209,Jiquiriçá, 13 629
BA,29,18308,Jitaúna, 14 355
BA,29,18357,João Dourado, 24 854
BA,29,18407,Juazeiro, 237 821
BA,29,18456,Jucuruçu, 9 655
BA,29,18506,Jussara, 16 354
BA,29,18555,Jussari, 5 888
BA,29,18605,Jussiape, 7 379
BA,29,18704,Lafaiete Coutinho, 4 075
BA,29,18753,Lagoa Real, 14 105
BA,29,18803,Laje, 21 052
BA,29,18902,Lajedão, 3 845
BA,29,19009,Lajedinho, 3 527
BA,29,19058,Lajedo do Tabocal, 7 494
BA,29,19108,Lamarão, 9 015
BA,29,19157,Lapão, 25 736
BA,29,19207,Lauro de Freitas, 203 331
BA,29,19306,Lençóis, 10 774
BA,29,19405,Licínio de Almeida, 11 834
BA,29,19504,Livramento de Nossa Senhora, 43 903
BA,29,19553,Luís Eduardo Magalhães, 107 909
BA,29,19603,Macajuba, 10 454
BA,29,19702,Macarani, 21 599
BA,29,19801,Macaúbas, 41 859
BA,29,19900,Macururé, 7 256
BA,29,19926,Madre de Deus, 18 504
BA,29,19959,Maetinga, 6 973
BA,29,20007,Maiquinique, 8 731
BA,29,20106,Mairi, 17 674
BA,29,20205,Malhada, 15 398
BA,29,20304,Malhada de Pedras, 8 670
BA,29,20403,Manoel Vitorino, 13 860
BA,29,20452,Mansidão, 13 919
BA,29,20502,Maracás, 27 620
BA,29,20601,Maragogipe, 35 859
BA,29,20700,Maraú, 24 527
BA,29,20809,Marcionílio Souza, 9 267
BA,29,20908,Mascote, 13 544
BA,29,21005,Mata de São João, 42 566
BA,29,21054,Matina, 10 330
BA,29,21104,Medeiros Neto, 22 194
BA,29,21203,Miguel Calmon, 24 661
BA,29,21302,Milagres, 11 071
BA,29,21401,Mirangaba, 15 734
BA,29,21450,Mirante, 10 187
BA,29,21500,Monte Santo, 47 780
BA,29,21609,Morpará, 7 996
BA,29,21708,Morro do Chapéu, 33 594
BA,29,21807,Mortugaba, 11 143
BA,29,21906,Mucugê, 12 137
BA,29,22003,Mucuri, 37 977
BA,29,22052,Mulungu do Morro, 13 152
BA,29,22102,Mundo Novo, 17 305
BA,29,22201,Muniz Ferreira, 7 190
BA,29,22250,Muquém do São Francisco, 10 443
BA,29,22300,Muritiba, 28 707
BA,29,22409,Mutuípe, 20 037
BA,29,22508,Nazaré, 27 060
BA,29,22607,Nilo Peçanha, 12 063
BA,29,22656,Nordestina, 18 523
BA,29,22706,Nova Canaã, 13 715
BA,29,22730,Nova Fátima, 7 967
BA,29,22755,Nova Ibiá, 6 501
BA,29,22805,Nova Itarana, 7 780
BA,29,22854,Nova Redenção, 7 538
BA,29,22904,Nova Soure, 24 236
BA,29,23001,Nova Viçosa, 39 509
BA,29,23035,Novo Horizonte, 11 162
BA,29,23050,Novo Triunfo, 10 660
BA,29,23100,Olindina, 22 633
BA,29,23209,Oliveira dos Brejinhos, 20 715
BA,29,23308,Ouriçangas, 7 716
BA,29,23357,Ourolândia, 19 243
BA,29,23407,Palmas de Monte Alto, 20 078
BA,29,23506,Palmeiras, 10 339
BA,29,23605,Paramirim, 20 351
BA,29,23704,Paratinga, 29 252
BA,29,23803,Paripiranga, 26 604
BA,29,23902,Pau Brasil, 9 370
BA,29,24009,Paulo Afonso, 112 870
BA,29,24058,Pé de Serra, 13 243
BA,29,24108,Pedrão, 6 235
BA,29,24207,Pedro Alexandre, 13 954
BA,29,24306,Piatã, 20 086
BA,29,24405,Pilão Arcado, 35 357
BA,29,24504,Pindaí, 14 731
BA,29,24603,Pindobaçu, 19 083
BA,29,24652,Pintadas, 10 325
BA,29,24678,Piraí do Norte, 10 974
BA,29,24702,Piripá, 9 152
BA,29,24801,Piritiba, 17 566
BA,29,24900,Planaltino, 8 022
BA,29,25006,Planalto, 23 334
BA,29,25105,Poções, 48 293
BA,29,25204,Pojuca, 32 136
BA,29,25253,Ponto Novo, 17 938
BA,29,25303,Porto Seguro, 168 326
BA,29,25402,Potiraguá, 10 274
BA,29,25501,Prado, 35 003
BA,29,25600,Presidente Dutra, 15 130
BA,29,25709,Presidente Jânio Quadros, 12 621
BA,29,25758,Presidente Tancredo Neves, 27 734
BA,29,25808,Queimadas, 25 988
BA,29,25907,Quijingue, 25 272
BA,29,25931,Quixabeira, 9 461
BA,29,25956,Rafael Jambeiro, 19 662
BA,29,26004,Remanso, 40 586
BA,29,26103,Retirolândia, 13 651
BA,29,26202,Riachão das Neves, 21 642
BA,29,26301,Riachão do Jacuípe, 33 386
BA,29,26400,Riacho de Santana, 30 711
BA,29,26509,Ribeira do Amparo, 13 841
BA,29,26608,Ribeira do Pombal, 54 010
BA,29,26657,Ribeirão do Largo, 9 740
BA,29,26707,Rio de Contas, 13 184
BA,29,26806,Rio do Antônio, 13 146
BA,29,26905,Rio do Pires, 10 497
BA,29,27002,Rio Real, 35 362
BA,29,27101,Rodelas, 10 308
BA,29,27200,Ruy Barbosa, 28 282
BA,29,27309,Salinas da Margarida, 14 987
BA,29,27408,Salvador,2 417 678
BA,29,27507,Santa Bárbara, 20 952
BA,29,27606,Santa Brígida, 14 965
BA,29,27705,Santa Cruz Cabrália, 29 185
BA,29,27804,Santa Cruz da Vitória, 4 681
BA,29,27903,Santa Inês, 10 300
BA,29,28000,Santaluz, 37 834
BA,29,28059,Santa Luzia, 13 896
BA,29,28109,Santa Maria da Vitória, 38 604
BA,29,28208,Santana, 24 755
BA,29,28307,Santanópolis, 8 716
BA,29,28406,Santa Rita de Cássia, 27 390
BA,29,28505,Santa Terezinha, 10 441
BA,29,28604,Santo Amaro, 56 012
BA,29,28703,Santo Antônio de Jesus, 103 055
BA,29,28802,Santo Estêvão, 52 276
BA,29,28901,São Desidério, 32 828
BA,29,28950,São Domingos, 8 426
BA,29,29008,São Félix, 11 026
BA,29,29057,São Félix do Coribe, 15 194
BA,29,29107,São Felipe, 20 283
BA,29,29206,São Francisco do Conde, 38 733
BA,29,29255,São Gabriel, 18 600
BA,29,29305,São Gonçalo dos Campos, 39 513
BA,29,29354,São José da Vitória, 5 315
BA,29,29370,São José do Jacuípe, 10 187
BA,29,29404,São Miguel das Matas, 10 334
BA,29,29503,São Sebastião do Passé, 40 958
BA,29,29602,Sapeaçu, 17 963
BA,29,29701,Sátiro Dias, 16 008
BA,29,29750,Saubara, 11 438
BA,29,29800,Saúde, 10 478
BA,29,29909,Seabra, 46 160
BA,29,30006,Sebastião Laranjeiras, 9 360
BA,29,30105,Senhor do Bonfim, 74 523
BA,29,30154,Serra do Ramalho, 34 222
BA,29,30204,Sento Sé, 38 154
BA,29,30303,Serra Dourada, 17 066
BA,29,30402,Serra Preta, 17 996
BA,29,30501,Serrinha, 80 435
BA,29,30600,Serrolândia, 13 335
BA,29,30709,Simões Filho, 114 559
BA,29,30758,Sítio do Mato, 13 408
BA,29,30766,Sítio do Quinto, 14 773
BA,29,30774,Sobradinho, 25 475
BA,29,30808,Souto Soares, 17 054
BA,29,30907,Tabocas do Brejo Velho, 11 979
BA,29,31004,Tanhaçu, 21 006
BA,29,31053,Tanque Novo, 17 158
BA,29,31103,Tanquinho, 7 717
BA,29,31202,Taperoá, 18 044
BA,29,31301,Tapiramutá, 15 818
BA,29,31350,Teixeira de Freitas, 145 216
BA,29,31400,Teodoro Sampaio, 7 110
BA,29,31509,Teofilândia, 21 176
BA,29,31608,Teolândia, 15 332
BA,29,31707,Terra Nova, 10 798
BA,29,31806,Tremedal, 16 296
BA,29,31905,Tucano, 48 736
BA,29,32002,Uauá, 24 665
BA,29,32101,Ubaíra, 18 626
BA,29,32200,Ubaitaba, 17 596
BA,29,32309,Ubatã, 16 094
BA,29,32408,Uibaí, 13 432
BA,29,32457,Umburanas, 13 642
BA,29,32507,Una, 18 131
BA,29,32606,Urandi, 15 355
BA,29,32705,Uruçuca, 21 420
BA,29,32804,Utinga, 16 277
BA,29,32903,Valença, 85 655
BA,29,33000,Valente, 24 362
BA,29,33059,Várzea da Roça, 13 800
BA,29,33109,Várzea do Poço, 8 101
BA,29,33158,Várzea Nova, 13 377
BA,29,33174,Varzedo, 9 913
BA,29,33208,Vera Cruz, 42 529
BA,29,33257,Vereda, 6 003
BA,29,33307,Vitória da Conquista, 370 879
BA,29,33406,Wagner, 9 503
BA,29,33455,Wanderley, 12 968
BA,29,33505,Wenceslau Guimarães, 24 474
BA,29,33604,Xique-Xique, 44 757
MG,31,104,Abadia dos Dourados, 6 272
MG,31,203,Abaeté, 22 675
MG,31,302,Abre Campo, 13 927
MG,31,401,Acaiaca, 3 909
MG,31,500,Açucena, 8 943
MG,31,609,Água Boa, 12 589
MG,31,708,Água Comprida, 2 108
MG,31,807,Aguanil, 4 357
MG,31,906,Águas Formosas, 18 448
MG,31,1003,Águas Vermelhas, 14 037
MG,31,1102,Aimorés, 25 269
MG,31,1201,Aiuruoca, 6 233
MG,31,1300,Alagoa, 2 749
MG,31,1409,Albertina, 2 952
MG,31,1508,Além Paraíba, 30 717
MG,31,1607,Alfenas, 78 970
MG,31,1631,Alfredo Vasconcelos, 6 931
MG,31,1706,Almenara, 40 364
MG,31,1805,Alpercata, 6 903
MG,31,1904,Alpinópolis, 18 300
MG,31,2001,Alterosa, 13 915
MG,31,2050,Alto Caparaó, 5 795
MG,31,2100,Alto Rio Doce, 10 891
MG,31,2209,Alvarenga, 3 975
MG,31,2308,Alvinópolis, 15 059
MG,31,2407,Alvorada de Minas, 4 159
MG,31,2506,Amparo do Serra, 4 541
MG,31,2605,Andradas, 40 553
MG,31,2704,Cachoeira de Pajeú, 9 110
MG,31,2803,Andrelândia, 11 927
MG,31,2852,Angelândia, 7 718
MG,31,2902,Antônio Carlos, 11 095
MG,31,3009,Antônio Dias, 9 219
MG,31,3108,Antônio Prado de Minas, 1 538
MG,31,3207,Araçaí, 2 181
MG,31,3306,Aracitaba, 2 049
MG,31,3405,Araçuaí, 34 297
MG,31,3504,Araguari, 117 808
MG,31,3603,Arantina, 2 915
MG,31,3702,Araponga, 8 048
MG,31,3751,Araporã, 8 479
MG,31,3801,Arapuá, 2 631
MG,31,3900,Araújos, 9 199
MG,31,4007,Araxá, 111 691
MG,31,4106,Arceburgo, 9 177
MG,31,4205,Arcos, 41 416
MG,31,4304,Areado, 13 881
MG,31,4403,Argirita, 2 688
MG,31,4452,Aricanduva, 4 719
MG,31,4502,Arinos, 17 272
MG,31,4601,Astolfo Dutra, 14 138
MG,31,4700,Ataléia, 13 736
MG,31,4809,Augusto de Lima, 4 538
MG,31,4908,Baependi, 18 366
MG,31,5004,Baldim, 7 492
MG,31,5103,Bambuí, 23 546
MG,31,5202,Bandeira, 4 741
MG,31,5301,Bandeira do Sul, 5 943
MG,31,5400,Barão de Cocais, 30 778
MG,31,5509,Barão de Monte Alto, 4 964
MG,31,5608,Barbacena, 125 317
MG,31,5707,Barra Longa, 5 666
MG,31,5905,Barroso, 20 080
MG,31,6002,Bela Vista de Minas, 10 167
MG,31,6101,Belmiro Braga, 3 244
MG,31,6200,Belo Horizonte,2 315 560
MG,31,6309,Belo Oriente, 23 928
MG,31,6408,Belo Vale, 8 627
MG,31,6507,Berilo, 9 826
MG,31,6606,Bertópolis, 4 451
MG,31,6655,Berizal, 4 201
MG,31,6705,Betim, 411 846
MG,31,6804,Bias Fortes, 3 361
MG,31,6903,Bicas, 13 978
MG,31,7000,Biquinhas, 2 383
MG,31,7109,Boa Esperança, 39 848
MG,31,7208,Bocaina de Minas, 5 348
MG,31,7307,Bocaiúva, 48 032
MG,31,7406,Bom Despacho, 51 737
MG,31,7505,Bom Jardim de Minas, 6 783
MG,31,7604,Bom Jesus da Penha, 4 474
MG,31,7703,Bom Jesus do Amparo, 5 631
MG,31,7802,Bom Jesus do Galho, 14 536
MG,31,7901,Bom Repouso, 12 649
MG,31,8008,Bom Sucesso, 17 151
MG,31,8107,Bonfim, 7 434
MG,31,8206,Bonfinópolis de Minas, 5 528
MG,31,8255,Bonito de Minas, 10 204
MG,31,8305,Borda da Mata, 17 404
MG,31,8404,Botelhos, 14 828
MG,31,8503,Botumirim, 5 790
MG,31,8552,Brasilândia de Minas, 15 020
MG,31,8602,Brasília de Minas, 32 025
MG,31,8701,Brás Pires, 4 260
MG,31,8800,Braúnas, 4 441
MG,31,8909,Brazópolis, 14 246
MG,31,9006,Brumadinho, 38 915
MG,31,9105,Bueno Brandão, 10 911
MG,31,9204,Buenópolis, 9 150
MG,31,9253,Bugre, 4 041
MG,31,9303,Buritis, 24 030
MG,31,9402,Buritizeiro, 23 910
MG,31,9451,Cabeceira Grande, 6 627
MG,31,9501,Cabo Verde, 11 410
MG,31,9600,Cachoeira da Prata, 3 693
MG,31,9709,Cachoeira de Minas, 11 883
MG,31,9808,Cachoeira Dourada, 2 315
MG,31,9907,Caetanópolis, 11 435
MG,31,10004,Caeté, 38 776
MG,31,10103,Caiana, 5 304
MG,31,10202,Cajuri, 4 088
MG,31,10301,Caldas, 14 217
MG,31,10400,Camacho, 2 838
MG,31,10509,Camanducaia, 26 097
MG,31,10608,Cambuí, 29 536
MG,31,10707,Cambuquira, 12 313
MG,31,10806,Campanário, 2 923
MG,31,10905,Campanha, 15 935
MG,31,11002,Campestre, 20 696
MG,31,11101,Campina Verde, 18 011
MG,31,11150,Campo Azul, 3 714
MG,31,11200,Campo Belo, 52 277
MG,31,11309,Campo do Meio, 11 377
MG,31,11408,Campo Florido, 8 466
MG,31,11507,Campos Altos, 12 979
MG,31,11606,Campos Gerais, 26 105
MG,31,11705,Canaã, 4 715
MG,31,11804,Canápolis, 10 608
MG,31,11903,Cana Verde, 5 272
MG,31,12000,Candeias, 14 001
MG,31,12059,Cantagalo, 3 974
MG,31,12109,Caparaó, 5 048
MG,31,12208,Capela Nova, 4 362
MG,31,12307,Capelinha, 39 626
MG,31,12406,Capetinga, 6 562
MG,31,12505,Capim Branco, 10 663
MG,31,12604,Capinópolis, 14 655
MG,31,12653,Capitão Andrade, 4 585
MG,31,12703,Capitão Enéas, 14 108
MG,31,12802,Capitólio, 10 380
MG,31,12901,Caputira, 8 936
MG,31,13008,Caraí, 19 548
MG,31,13107,Caranaíba, 2 933
MG,31,13206,Carandaí, 23 812
MG,31,13305,Carangola, 31 240
MG,31,13404,Caratinga, 87 360
MG,31,13503,Carbonita, 8 512
MG,31,13602,Careaçu, 6 816
MG,31,13701,Carlos Chagas, 18 615
MG,31,13800,Carmésia, 2 605
MG,31,13909,Carmo da Cachoeira, 11 547
MG,31,14006,Carmo da Mata, 11 019
MG,31,14105,Carmo de Minas, 13 797
MG,31,14204,Carmo do Cajuru, 23 479
MG,31,14303,Carmo do Paranaíba, 29 011
MG,31,14402,Carmo do Rio Claro, 20 954
MG,31,14501,Carmópolis de Minas, 18 003
MG,31,14550,Carneirinho, 9 422
MG,31,14600,Carrancas, 4 049
MG,31,14709,Carvalhópolis, 3 341
MG,31,14808,Carvalhos, 4 422
MG,31,14907,Casa Grande, 2 214
MG,31,15003,Cascalho Rico, 2 712
MG,31,15102,Cássia, 17 155
MG,31,15201,Conceição da Barra de Minas, 3 560
MG,31,15300,Cataguases, 66 261
MG,31,15359,Catas Altas, 5 473
MG,31,15409,Catas Altas da Noruega, 3 110
MG,31,15458,Catuji, 7 030
MG,31,15474,Catuti, 4 739
MG,31,15508,Caxambu, 21 056
MG,31,15607,Cedro do Abaeté, 1 081
MG,31,15706,Central de Minas, 6 171
MG,31,15805,Centralina, 10 207
MG,31,15904,Chácara, 3 075
MG,31,16001,Chalé, 6 075
MG,31,16100,Chapada do Norte, 10 337
MG,31,16159,Chapada Gaúcha, 12 355
MG,31,16209,Chiador, 2 800
MG,31,16308,Cipotânea, 5 581
MG,31,16407,Claraval, 4 658
MG,31,16506,Claro dos Poções, 7 166
MG,31,16605,Cláudio, 30 159
MG,31,16704,Coimbra, 7 117
MG,31,16803,Coluna, 8 163
MG,31,16902,Comendador Gomes, 2 773
MG,31,17009,Comercinho, 6 660
MG,31,17108,Conceição da Aparecida, 10 371
MG,31,17207,Conceição das Pedras, 2 772
MG,31,17306,Conceição das Alagoas, 28 381
MG,31,17405,Conceição de Ipanema, 4 409
MG,31,17504,Conceição do Mato Dentro, 23 163
MG,31,17603,Conceição do Pará, 5 415
MG,31,17702,Conceição do Rio Verde, 12 541
MG,31,17801,Conceição dos Ouros, 10 880
MG,31,17836,Cônego Marinho, 7 237
MG,31,17876,Confins, 7 350
MG,31,17900,Congonhal, 11 083
MG,31,18007,Congonhas, 52 890
MG,31,18106,Congonhas do Norte, 4 831
MG,31,18205,Conquista, 6 694
MG,31,18304,Conselheiro Lafaiete, 131 621
MG,31,18403,Conselheiro Pena, 20 824
MG,31,18502,Consolação, 1 563
MG,31,18601,Contagem, 621 863
MG,31,18700,Coqueiral, 9 023
MG,31,18809,Coração de Jesus, 25 377
MG,31,18908,Cordisburgo, 7 547
MG,31,19005,Cordislândia, 3 200
MG,31,19104,Corinto, 23 532
MG,31,19203,Coroaci, 10 884
MG,31,19302,Coromandel, 28 894
MG,31,19401,Coronel Fabriciano, 104 736
MG,31,19500,Coronel Murta, 8 200
MG,31,19609,Coronel Pacheco, 2 762
MG,31,19708,Coronel Xavier Chaves, 3 486
MG,31,19807,Córrego Danta, 2 960
MG,31,19906,Córrego do Bom Jesus, 4 272
MG,31,19955,Córrego Fundo, 6 133
MG,31,20003,Córrego Novo, 2 875
MG,31,20102,Couto de Magalhães de Minas, 4 245
MG,31,20151,Crisólita, 5 265
MG,31,20201,Cristais, 12 197
MG,31,20300,Cristália, 5 121
MG,31,20409,Cristiano Otoni, 4 667
MG,31,20508,Cristina, 10 374
MG,31,20607,Crucilândia, 5 434
MG,31,20706,Cruzeiro da Fortaleza, 3 521
MG,31,20805,Cruzília, 15 362
MG,31,20839,Cuparaque, 3 983
MG,31,20870,Curral de Dentro, 7 406
MG,31,20904,Curvelo, 80 665
MG,31,21001,Datas, 5 465
MG,31,21100,Delfim Moreira, 7 952
MG,31,21209,Delfinópolis, 8 393
MG,31,21258,Delta, 10 494
MG,31,21308,Descoberto, 4 928
MG,31,21407,Desterro de Entre Rios, 7 653
MG,31,21506,Desterro do Melo, 2 994
MG,31,21605,Diamantina, 47 702
MG,31,21704,Diogo de Vasconcelos, 3 549
MG,31,21803,Dionísio, 6 847
MG,31,21902,Divinésia, 4 226
MG,31,22009,Divino, 20 706
MG,31,22108,Divino das Laranjeiras, 4 178
MG,31,22207,Divinolândia de Minas, 6 516
MG,31,22306,Divinópolis, 231 091
MG,31,22355,Divisa Alegre, 6 321
MG,31,22405,Divisa Nova, 5 851
MG,31,22454,Divisópolis, 10 213
MG,31,22470,Dom Bosco, 3 697
MG,31,22504,Dom Cavati, 4 904
MG,31,22603,Dom Joaquim, 4 899
MG,31,22702,Dom Silvério, 5 228
MG,31,22801,Dom Viçoso, 3 095
MG,31,22900,Dona Euzébia, 6 093
MG,31,23007,Dores de Campos, 10 007
MG,31,23106,Dores de Guanhães, 5 029
MG,31,23205,Dores do Indaiá, 12 630
MG,31,23304,Dores do Turvo, 4 987
MG,31,23403,Doresópolis, 1 461
MG,31,23502,Douradoquara, 1 829
MG,31,23528,Durandé, 7 817
MG,31,23601,Elói Mendes, 26 336
MG,31,23700,Engenheiro Caldas, 13 622
MG,31,23809,Engenheiro Navarro, 6 354
MG,31,23858,Entre Folhas, 5 179
MG,31,23908,Entre Rios de Minas, 14 746
MG,31,24005,Ervália, 20 255
MG,31,24104,Esmeraldas, 85 598
MG,31,24203,Espera Feliz, 24 102
MG,31,24302,Espinosa, 30 443
MG,31,24401,Espírito Santo do Dourado, 6 611
MG,31,24500,Estiva, 11 502
MG,31,24609,Estrela Dalva, 2 186
MG,31,24708,Estrela do Indaiá, 2 772
MG,31,24807,Estrela do Sul, 6 840
MG,31,24906,Eugenópolis, 10 801
MG,31,25002,Ewbank da Câmara, 3 875
MG,31,25101,Extrema, 53 482
MG,31,25200,Fama, 2 578
MG,31,25309,Faria Lemos, 3 188
MG,31,25408,Felício dos Santos, 5 133
MG,31,25507,São Gonçalo do Rio Preto, 3 032
MG,31,25606,Felisburgo, 6 489
MG,31,25705,Felixlândia, 13 978
MG,31,25804,Fernandes Tourinho, 2 789
MG,31,25903,Ferros, 9 590
MG,31,25952,Fervedouro, 10 445
MG,31,26000,Florestal, 8 045
MG,31,26109,Formiga, 68 248
MG,31,26208,Formoso, 7 949
MG,31,26307,Fortaleza de Minas, 3 477
MG,31,26406,Fortuna de Minas, 3 093
MG,31,26505,Francisco Badaró, 7 366
MG,31,26604,Francisco Dumont, 4 503
MG,31,26703,Francisco Sá, 23 476
MG,31,26752,Franciscópolis, 5 034
MG,31,26802,Frei Gaspar, 5 640
MG,31,26901,Frei Inocêncio, 8 226
MG,31,26950,Frei Lagonegro, 3 391
MG,31,27008,Fronteira, 14 540
MG,31,27057,Fronteira dos Vales, 4 345
MG,31,27073,Fruta de Leite, 4 647
MG,31,27107,Frutal, 58 588
MG,31,27206,Funilândia, 4 686
MG,31,27305,Galiléia, 6 222
MG,31,27339,Gameleiras, 4 793
MG,31,27354,Glaucilândia, 2 928
MG,31,27370,Goiabeira, 2 830
MG,31,27388,Goianá, 4 053
MG,31,27404,Gonçalves, 4 727
MG,31,27503,Gonzaga, 5 230
MG,31,27602,Gouveia, 11 331
MG,31,27701,Governador Valadares, 257 171
MG,31,27800,Grão Mogol, 13 901
MG,31,27909,Grupiara, 1 392
MG,31,28006,Guanhães, 32 244
MG,31,28105,Guapé, 13 772
MG,31,28204,Guaraciaba, 9 753
MG,31,28253,Guaraciama, 5 051
MG,31,28303,Guaranésia, 19 150
MG,31,28402,Guarani, 7 714
MG,31,28501,Guarará, 3 149
MG,31,28600,Guarda-Mor, 6 539
MG,31,28709,Guaxupé, 50 911
MG,31,28808,Guidoval, 7 131
MG,31,28907,Guimarânia, 8 478
MG,31,29004,Guiricema, 7 778
MG,31,29103,Gurinhatã, 5 192
MG,31,29202,Heliodora, 6 134
MG,31,29301,Iapu, 12 030
MG,31,29400,Ibertioga, 5 198
MG,31,29509,Ibiá, 22 229
MG,31,29608,Ibiaí, 6 286
MG,31,29657,Ibiracatu, 5 081
MG,31,29707,Ibiraci, 10 948
MG,31,29806,Ibirité, 170 537
MG,31,29905,Ibitiúra de Minas, 3 365
MG,31,30002,Ibituruna, 2 698
MG,31,30051,Icaraí de Minas, 10 677
MG,31,30101,Igarapé, 45 847
MG,31,30200,Igaratinga, 10 830
MG,31,30309,Iguatama, 6 826
MG,31,30408,Ijaci, 7 003
MG,31,30507,Ilicínea, 12 741
MG,31,30556,Imbé de Minas, 6 986
MG,31,30606,Inconfidentes, 7 301
MG,31,30655,Indaiabira, 6 346
MG,31,30705,Indianópolis, 6 171
MG,31,30804,Ingaí, 2 580
MG,31,30903,Inhapim, 22 692
MG,31,31000,Inhaúma, 6 239
MG,31,31109,Inimutaba, 7 371
MG,31,31158,Ipaba, 17 136
MG,31,31208,Ipanema, 19 522
MG,31,31307,Ipatinga, 227 731
MG,31,31406,Ipiaçu, 3 775
MG,31,31505,Ipuiúna, 9 135
MG,31,31604,Iraí de Minas, 7 180
MG,31,31703,Itabira, 113 343
MG,31,31802,Itabirinha, 10 362
MG,31,31901,Itabirito, 53 365
MG,31,32008,Itacambira, 4 252
MG,31,32107,Itacarambi, 17 208
MG,31,32206,Itaguara, 13 846
MG,31,32305,Itaipé, 10 463
MG,31,32404,Itajubá, 93 073
MG,31,32503,Itamarandiba, 32 948
MG,31,32602,Itamarati de Minas, 3 690
MG,31,32701,Itambacuri, 21 042
MG,31,32800,Itambé do Mato Dentro, 2 142
MG,31,32909,Itamogi, 10 770
MG,31,33006,Itamonte, 14 786
MG,31,33105,Itanhandu, 15 236
MG,31,33204,Itanhomi, 11 128
MG,31,33303,Itaobim, 19 151
MG,31,33402,Itapagipe, 13 690
MG,31,33501,Itapecerica, 21 046
MG,31,33600,Itapeva, 12 692
MG,31,33709,Itatiaiuçu, 12 966
MG,31,33758,Itaú de Minas, 14 406
MG,31,33808,Itaúna, 97 669
MG,31,33907,Itaverava, 5 642
MG,31,34004,Itinga, 13 745
