portal,nome,nome_submenu,id_submenu,submenu_ordem,id_consulta,titulo_consulta,tipo_consulta
482,Mais consultas,Educação Transparente,24349,1,39937,Despesas por Programas e Ações - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39940,Execução Detalhada de Despesas - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39925,Obras Públicas - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39920,Processos Licitatórios - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39913,Relação de Bens do Patrimônio - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39902,Servidores e Remunerações - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39899,Servidores Públicos Ativos - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39901,Servidores Públicos - Educação,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39945,Compras Diretas - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39905,Contratos - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39938,Despesas - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39919,Processos Licitatórios - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39915,Receitas - COVID-19,CONSULTA_PADRAO
360,Receitas e Despesas,Receitas públicas,20709,1,29857,Incentivos Fiscais Concedidos,CONSULTA_PADRAO
360,Receitas e Despesas,Receitas públicas,20709,1,29827,Receita Prevista x Realizada,LISTA_EM_ARVORE
360,Receitas e Despesas,Receitas públicas,20709,1,29824,Receitas Orçamentárias,CONSULTA_PADRAO
360,Receitas e Despesas,Receitas públicas,20709,1,29825,Receitas Orçamentárias Diárias,CONSULTA_PADRAO
360,Receitas e Despesas,Receitas públicas,20709,1,29818,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29898,Adiantamentos,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29884,Despesas com Pessoal,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29860,Despesas de Diárias e Viagens,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29863,Despesas Orçamentárias,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29865,Despesas por Credor,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29866,Despesas por Programas e Ações,CONSULTA_PADRAO
360,Receitas e Despesas,Despesas públicas,20708,2,29804,Execução Detalhada de Despesas,CONSULTA_PADRAO
360,Receitas e Despesas,Execução Extraorçamentária,20707,3,29823,Receitas e Despesas Extraorçamentárias,CONSULTA_PADRAO
360,Pessoal,Servidores,20721,1,29811,Servidores e Remunerações,CONSULTA_PADRAO
360,Licitações e Contratos,Compras Diretas,20726,3,29894,Compras Diretas,CONSULTA_PADRAO
360,Licitações e Contratos,Processos Licitatórios,20725,1,29845,Dispensa de Licitação,CONSULTA_PADRAO
360,Licitações e Contratos,Processos Licitatórios,20725,1,29843,Inexigibilidade de Licitação,CONSULTA_PADRAO
360,Licitações e Contratos,Processos Licitatórios,20725,1,29840,Processos Licitatórios,CONSULTA_PADRAO
360,Licitações e Contratos,Contratos,20724,2,29890,Contratos,CONSULTA_PADRAO
360,Licitações e Contratos,Contratos,20724,2,171274,Fiscais de Contratos,AGRUPADOR
360,Demonstrativos e Relatórios,Demonstrativos,20718,2,29855,Movimentação Bancária,CONSULTA_PADRAO
360,Demonstrativos e Relatórios,Demonstrativos,20718,2,29810,Transferências Financeiras Concedidas,CONSULTA_PADRAO
360,Demonstrativos e Relatórios,Demonstrativos,20718,2,29809,Transferências Financeiras Recebidas,CONSULTA_PADRAO
360,Demonstrativos e Relatórios,Demonstrativos,20718,2,29808,Transferências Voluntárias,CONSULTA_PADRAO
360,Demonstrativos e Relatórios,Relatórios,20717,1,154642,Movimentação Bancária Mensal,CONSULTA_PADRAO
360,Demonstrativos e Relatórios,Relatórios,20717,1,44954,Relatórios da Lei 4.320/64,RELATORIOS
360,Demonstrativos e Relatórios,Relatórios,20717,1,44445,Relatórios da Lei 9.755/98,RELATORIOS
360,Demonstrativos e Relatórios,Relatórios,20717,1,29813,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
360,Mais consultas,Educação Transparente,20715,1,29861,Despesas de Diárias e Viagens - Educação,CONSULTA_PADRAO
427,Receitas e Despesas,Receitas públicas,22934,1,36131,Incentivos Fiscais Concedidos,CONSULTA_PADRAO
427,Receitas e Despesas,Receitas públicas,22934,1,36125,Parcerias e Convênios Repassados,CONSULTA_PADRAO
427,Receitas e Despesas,Receitas públicas,22934,1,36098,Receita Prevista x Realizada,LISTA_EM_ARVORE
427,Receitas e Despesas,Receitas públicas,22934,1,36118,Receitas Orçamentárias,CONSULTA_PADRAO
427,Receitas e Despesas,Receitas públicas,22934,1,36119,Receitas Orçamentárias Diárias,CONSULTA_PADRAO
427,Receitas e Despesas,Receitas públicas,22934,1,36115,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36149,Adiantamentos,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,37358,Aprovação das Contas,RELATORIOS
427,Receitas e Despesas,Despesas públicas,22933,2,36143,Despesas com Pessoal,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36133,Despesas de Diárias e Viagens,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36135,Despesas Orçamentárias,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36136,Despesas por Credor,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36137,Despesas por Programas e Ações,CONSULTA_PADRAO
427,Receitas e Despesas,Despesas públicas,22933,2,36105,Execução Detalhada de Despesas,CONSULTA_PADRAO
427,Receitas e Despesas,Execução Extraorçamentária,22932,3,36117,Receitas e Despesas Extraorçamentárias,CONSULTA_PADRAO
427,Pessoal,Quadros de pessoal,22947,2,36148,Cargos e Vencimentos,CONSULTA_PADRAO
427,Pessoal,Servidores,22946,1,36140,Estagiários,CONSULTA_PADRAO
427,Pessoal,Servidores,22946,1,36104,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
427,Pessoal,Servidores,22946,1,36110,Servidores e Remunerações,CONSULTA_PADRAO
427,Pessoal,Servidores,22946,1,36099,Servidores Públicos,CONSULTA_PADRAO
427,Pessoal,Servidores,22946,1,36101,Servidores Públicos Ativos,CONSULTA_PADRAO
427,Pessoal,Folha de pagamento,22945,3,36132,Folha de Pagamento,AGRUPADOR
427,Licitações e Contratos,Notas Fiscais,22952,4,36128,Notas Fiscais Recebidas,CONSULTA_PADRAO
427,Licitações e Contratos,Compras Diretas,22951,3,36147,Compras Diretas,CONSULTA_PADRAO
427,Licitações e Contratos,Processos Licitatórios,22950,1,36124,Dispensa de Licitação,CONSULTA_PADRAO
427,Licitações e Contratos,Processos Licitatórios,22950,1,36123,Inexigibilidade de Licitação,CONSULTA_PADRAO
427,Licitações e Contratos,Processos Licitatórios,22950,1,36122,Processos Licitatórios,CONSULTA_PADRAO
427,Licitações e Contratos,Contratos,22949,2,36145,Contratos,CONSULTA_PADRAO
427,Licitações e Contratos,Contratos,22949,2,170430,Fiscais de Contratos,AGRUPADOR
427,Demonstrativos e Relatórios,Demonstrativos,22943,2,36130,Movimentação Bancária,CONSULTA_PADRAO
427,Demonstrativos e Relatórios,Demonstrativos,22943,2,36109,Transferências Financeiras Concedidas,CONSULTA_PADRAO
427,Demonstrativos e Relatórios,Demonstrativos,22943,2,36108,Transferências Financeiras Recebidas,CONSULTA_PADRAO
427,Demonstrativos e Relatórios,Demonstrativos,22943,2,36107,Transferências Voluntárias,CONSULTA_PADRAO
427,Demonstrativos e Relatórios,Relatórios,22942,1,153783,Movimentação Bancária Mensal,CONSULTA_PADRAO
427,Demonstrativos e Relatórios,Relatórios,22942,1,44587,Relatórios da Lei 4.320/64,RELATORIOS
427,Demonstrativos e Relatórios,Relatórios,22942,1,44077,Relatórios da Lei 9.755/98,RELATORIOS
427,Demonstrativos e Relatórios,Relatórios,22942,1,36111,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
427,Patrimônio público,Bens Patrimoniais,22929,1,36113,Relação de Bens do Patrimônio Público,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36144,Contratos - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36142,Despesas com Pessoal - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36134,Despesas de Diárias e Viagens - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36138,Despesas por Programas e Ações - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36141,Execução Detalhada de Despesas - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36121,Processos Licitatórios - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36114,Relação de Bens do Patrimônio - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36103,Servidores e Remunerações - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36100,Servidores Públicos Ativos - Educação,CONSULTA_PADRAO
427,Mais consultas,Educação Transparente,22940,1,36102,Servidores Públicos - Educação,CONSULTA_PADRAO
427,Mais consultas,Covid-19,22939,2,36146,Compras Diretas - COVID-19,CONSULTA_PADRAO
427,Mais consultas,Covid-19,22939,2,36106,Contratos - COVID-19,CONSULTA_PADRAO
427,Mais consultas,Covid-19,22939,2,36139,Despesas - COVID-19,CONSULTA_PADRAO
427,Mais consultas,Covid-19,22939,2,36120,Processos Licitatórios - COVID-19,CONSULTA_PADRAO
427,Mais consultas,Covid-19,22939,2,36116,Receitas - COVID-19,CONSULTA_PADRAO
195,Administração,Frotas,15997,2,17983,Relação de Veículos,CONSULTA_PADRAO
195,Administração,Almoxarifado,15996,1,18001,Movimentação de Estoque,CONSULTA_PADRAO
195,Receitas e Despesas,Receitas públicas,15994,1,18003,Incentivos Fiscais Concedidos,CONSULTA_PADRAO
195,Receitas e Despesas,Receitas públicas,15994,1,17997,Parcerias e Convênios Repassados,CONSULTA_PADRAO
195,Receitas e Despesas,Receitas públicas,15994,1,17991,Receita Prevista x Realizada,LISTA_EM_ARVORE
195,Receitas e Despesas,Receitas públicas,15994,1,17989,Receitas Orçamentárias,CONSULTA_PADRAO
195,Receitas e Despesas,Receitas públicas,15994,1,17990,Receitas Orçamentárias Diárias,CONSULTA_PADRAO
195,Receitas e Despesas,Receitas públicas,15994,1,17986,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,18021,Adiantamentos,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,18015,Despesas com Pessoal,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,18005,Despesas de Diárias e Viagens,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,18007,Despesas Orçamentárias,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,18009,Despesas por Programas e Ações,CONSULTA_PADRAO
195,Receitas e Despesas,Despesas públicas,15993,2,17970,Execução Detalhada de Despesas,CONSULTA_PADRAO
195,Pessoal,Quadros de pessoal,16007,2,18020,Cargos e Vencimentos,CONSULTA_PADRAO
195,Pessoal,Servidores,16006,1,18012,Estagiários,CONSULTA_PADRAO
195,Pessoal,Servidores,16006,1,17981,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
195,Pessoal,Servidores,16006,1,17979,Servidores e Remunerações,CONSULTA_PADRAO
195,Pessoal,Servidores,16006,1,17978,Servidores Públicos,CONSULTA_PADRAO
195,Pessoal,Servidores,16006,1,17977,Servidores Públicos Ativos,CONSULTA_PADRAO
195,Pessoal,Folha de pagamento,16005,3,18004,Folha de Pagamento,AGRUPADOR
195,Licitações e Contratos,Notas Fiscais,16012,4,18000,Notas Fiscais Recebidas,CONSULTA_PADRAO
195,Licitações e Contratos,Compras Diretas,16011,3,18019,Compras Diretas,CONSULTA_PADRAO
195,Licitações e Contratos,Processos Licitatórios,16010,1,17996,Dispensa de Licitação,CONSULTA_PADRAO
195,Licitações e Contratos,Processos Licitatórios,16010,1,17995,Inexigibilidade de Licitação,CONSULTA_PADRAO
195,Licitações e Contratos,Processos Licitatórios,16010,1,17994,Processos Licitatórios,CONSULTA_PADRAO
195,Licitações e Contratos,Contratos,16009,2,18017,Contratos,CONSULTA_PADRAO
195,Licitações e Contratos,Contratos,16009,2,171104,Fiscais de Contratos,AGRUPADOR
195,Demonstrativos e Relatórios,Demonstrativos,16003,2,18002,Movimentação Bancária,CONSULTA_PADRAO
195,Demonstrativos e Relatórios,Demonstrativos,16003,2,17975,Transferências Financeiras Concedidas,CONSULTA_PADRAO
195,Demonstrativos e Relatórios,Demonstrativos,16003,2,17974,Transferências Financeiras Recebidas,CONSULTA_PADRAO
195,Demonstrativos e Relatórios,Demonstrativos,16003,2,17973,Transferências Voluntárias,CONSULTA_PADRAO
195,Demonstrativos e Relatórios,Relatórios,16002,1,154467,Movimentação Bancária Mensal,CONSULTA_PADRAO
195,Demonstrativos e Relatórios,Relatórios,16002,1,44865,Relatórios da Lei 4.320/64,RELATORIOS
195,Demonstrativos e Relatórios,Relatórios,16002,1,44356,Relatórios da Lei 9.755/98,RELATORIOS
195,Demonstrativos e Relatórios,Relatórios,16002,1,17982,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
195,Obras e Patrimônio público,Obras,15990,5,17999,Obras Públicas,CONSULTA_PADRAO
195,Obras e Patrimônio público,Bens Patrimoniais,15989,1,17984,Relação de Bens do Patrimônio Público,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,18016,Contratos - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,18014,Despesas com Pessoal - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,18006,Despesas de Diárias e Viagens - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,18010,Despesas por Programas e Ações - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,18013,Execução Detalhada de Despesas - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17998,Obras Públicas - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17993,Processos Licitatórios - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17985,Relação de Bens do Patrimônio - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17980,Servidores e Remunerações - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17976,Servidores Públicos Ativos - Educação,CONSULTA_PADRAO
195,Mais consultas,Educação Transparente,16000,1,17972,Servidores Públicos - Educação,CONSULTA_PADRAO
195,Mais consultas,Covid-19,15999,2,18018,Compras Diretas - COVID-19,CONSULTA_PADRAO
195,Mais consultas,Covid-19,15999,2,17971,Contratos - COVID-19,CONSULTA_PADRAO
195,Mais consultas,Covid-19,15999,2,18011,Despesas - COVID-19,CONSULTA_PADRAO
195,Mais consultas,Covid-19,15999,2,17992,Processos Licitatórios - COVID-19,CONSULTA_PADRAO
195,Mais consultas,Covid-19,15999,2,17987,Receitas - COVID-19,CONSULTA_PADRAO
155,Administração,Frotas,15127,2,15844,Relação de Veículos,CONSULTA_PADRAO
155,Administração,Almoxarifado,15126,1,15980,Movimentação de Estoque,CONSULTA_PADRAO
155,Receitas e Despesas,Receitas públicas,15131,1,15990,Incentivos Fiscais Concedidos,CONSULTA_PADRAO
155,Receitas e Despesas,Receitas públicas,15131,1,15947,Parcerias e Convênios Repassados,CONSULTA_PADRAO
155,Receitas e Despesas,Receitas públicas,15131,1,15892,Receita Prevista x Realizada,LISTA_EM_ARVORE
155,Receitas e Despesas,Receitas públicas,15131,1,15882,Receitas Orçamentárias,CONSULTA_PADRAO
155,Receitas e Despesas,Receitas públicas,15131,1,15886,Receitas Orçamentárias Diárias,CONSULTA_PADRAO
155,Receitas e Despesas,Receitas públicas,15131,1,15856,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,16115,Adiantamentos,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,16073,Despesas com Pessoal,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,16000,Despesas de Diárias e Viagens,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,16015,Despesas Orçamentárias,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,16028,Despesas por Programas e Ações,CONSULTA_PADRAO
155,Receitas e Despesas,Despesas públicas,15130,2,15767,Execução Detalhada de Despesas,CONSULTA_PADRAO
155,Pessoal,Quadros de pessoal,15118,2,16112,Cargos e Vencimentos,CONSULTA_PADRAO
155,Pessoal,Servidores,15117,1,16047,Estagiários,CONSULTA_PADRAO
155,Pessoal,Servidores,15117,1,15829,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
155,Pessoal,Servidores,15117,1,15820,Servidores e Remunerações,CONSULTA_PADRAO
155,Pessoal,Servidores,15117,1,15813,Servidores Públicos,CONSULTA_PADRAO
155,Pessoal,Servidores,15117,1,15803,Servidores Públicos Ativos,CONSULTA_PADRAO
155,Pessoal,Folha de pagamento,15116,3,15992,Folha de Pagamento,AGRUPADOR
155,Licitações e Contratos,Notas Fiscais,15114,4,15973,Notas Fiscais Recebidas,CONSULTA_PADRAO
155,Licitações e Contratos,Compras Diretas,15113,3,16103,Compras Diretas,CONSULTA_PADRAO
155,Licitações e Contratos,Processos Licitatórios,15112,1,15936,Dispensa de Licitação,CONSULTA_PADRAO
155,Licitações e Contratos,Processos Licitatórios,15112,1,15929,Inexigibilidade de Licitação,CONSULTA_PADRAO
155,Licitações e Contratos,Processos Licitatórios,15112,1,15921,Processos Licitatórios,CONSULTA_PADRAO
155,Licitações e Contratos,Contratos,15111,2,16092,Contratos,CONSULTA_PADRAO
155,Licitações e Contratos,Contratos,15111,2,170461,Fiscais de Contratos,AGRUPADOR
155,Demonstrativos e Relatórios,Demonstrativos,15121,2,15986,Movimentação Bancária,CONSULTA_PADRAO
155,Demonstrativos e Relatórios,Demonstrativos,15121,2,15790,Transferências Financeiras Concedidas,CONSULTA_PADRAO
155,Demonstrativos e Relatórios,Demonstrativos,15121,2,15788,Transferências Financeiras Recebidas,CONSULTA_PADRAO
155,Demonstrativos e Relatórios,Demonstrativos,15121,2,15785,Transferências Voluntárias,CONSULTA_PADRAO
155,Demonstrativos e Relatórios,Relatórios,15120,1,153816,Movimentação Bancária Mensal,CONSULTA_PADRAO
155,Demonstrativos e Relatórios,Relatórios,15120,1,44894,Relatórios da Lei 4.320/64,RELATORIOS
155,Demonstrativos e Relatórios,Relatórios,15120,1,44385,Relatórios da Lei 9.755/98,RELATORIOS
155,Demonstrativos e Relatórios,Relatórios,15120,1,15841,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
155,Obras e Patrimônio público,Obras,15134,5,15963,Obras Públicas,CONSULTA_PADRAO
155,Obras e Patrimônio público,Bens Patrimoniais,15133,1,15849,Relação de Bens do Patrimônio Público,CONSULTA_PADRAO
155,Mais consultas,Educação Transparente,15124,1,16084,Contratos - Educação,CONSULTA_PADRAO
155,Mais consultas,Educação Transparente,15124,1,16063,Despesas com Pessoal - Educação,CONSULTA_PADRAO
155,Mais consultas,Educação Transparente,15124,1,16008,Despesas de Diárias e Viagens - Educação,CONSULTA_PADRAO
155,Mais consultas,Educação Transparente,15124,1,16033,Despesas por Programas e Ações - Educação,CONSULTA_PADRAO
155,Mais consultas,Educação Transparente,15124,1,16055,Execução Detalhada de Despesas - Educação,CONSULTA_PADRAO
